AgriPulse_India_2000_2026,,,,,,,,,,
,,,,,,,,,,
ID,State_Region,YEAR,CROP-TYPE,SOIL_TYPE,SOIL_PH,FERTILIZER(KG/HA),PESTICIDE(KG/HA),AVG_YIELD,TEMP,RAIN
1266,Gujarat,2023,Groundnut,Sandy_Loam,7.3,145,1.9,40.1,25.8,1340
1267,Maharashtra,2024,Sugarcane,Deep_Black,7.9,268,4.6,965,28.4,780
1268,MP,2025,Gram,Black_Soil,7.5,138,1.8,30.2,22.6,1490
1269,WB,2026,Jute,Deltaic_Alluvial,6.3,142,1.7,42.1,19.1,1140
1270,AP,2000,Chillies,Black_Soil,7.5,162,2.3,34.1,31.5,490
1271,Karnataka,2001,Ragi,Red_Loamy,6.2,128,1.6,40.1,24.7,1040
1272,TN,2002,Coconut,Coastal_Sandy,6.7,132,1.8,180,26.3,680
1273,Kerala,2003,Tea,Laterite_Soil,5.2,198,3.1,42.1,23.4,1570
1274,Bihar,2004,Maize,Alluvial_Soil,7,148,2.2,46.2,21.7,890
1275,Assam,2005,Tea,Acidic_Alluvial,4.9,208,3.4,38.1,29.8,1240
1276,HP,2006,Apple,Mountain_Soil,6,202,3.2,175,25.6,990
1277,Odisha,2007,Rice,Red_Yellow,6.3,158,2.1,48.5,27.2,1430
1278,Chhattisgarh,2008,Soybean,Red_Soil,6.2,145,1.9,29.2,18.8,760
1279,Telangana,2009,Cotton,Black_Soil,7.6,168,2.3,32.1,30.2,490
1280,Uttarakhand,2010,Basmati_Rice,Loamy_Soil,6.6,178,2.5,46.5,24.5,1150
1281,Jharkhand,2011,Pulses,Red_Soil,6.3,118,1.4,22.1,26.9,1320
1282,Punjab,2012,Mustard,Alluvial_Soil,7.2,162,2.2,35.1,22.2,930
1283,Gujarat,2013,Castor,Sandy_Loam,7.5,148,2,40.5,20.3,1540
1284,Haryana,2014,Wheat,Alluvial_Soil,7.3,232,3.5,70.5,28.6,640
1285,UP,2015,Sugarcane,Alluvial_Loam,6.9,278,4.6,970,25.8,1070
1286,WB,2016,Rice,Clayey_Alluvial,5.9,175,2.6,59.2,23.5,1420
1287,Maharashtra,2017,Cotton,Deep_Black,7.7,158,2.2,34.2,31.5,380
1288,MP,2018,Soybean,Medium_Black,7.4,152,2.1,28.1,19.9,1280
1289,Rajasthan,2019,Wheat,Sandy_Loam,7.8,132,1.8,47.2,27.4,880
1290,Karnataka,2020,Maize,Red_Loamy,6.5,182,2.8,53.2,24.7,1210
1291,AP,2021,Cotton,Black_Soil,7.6,158,2.3,33.2,22.8,960
1292,TN,2022,Banana,Alluvial_Loam,6.7,218,3.3,478,28.3,580
1293,Kerala,2023,Pepper,Red_Loam,5.5,98,1.3,18.2,21.6,1490
1294,Bihar,2024,Tobacco,Calcareous_Alluvial,7,142,2,36.2,25.2,1050
1295,Assam,2025,Rubber,Forest_Soil,5.4,118,1.6,28.2,23.1,1320
1296,HP,2026,Potato,Mountain_Soil,5.9,198,3.2,318,24.2,1180
1297,J_K,2000,Saffron,Karewa_Soil,7.8,78,1.1,0.22,26.5,860
1298,Odisha,2001,Groundnut,Red_Soil,6.8,142,2.2,37.2,22.9,1350
1299,Telangana,2002,Turmeric,Red_Loamy,6.9,192,3.1,90,28.1,620
1300,Chhattisgarh,2003,Rice,Red_Yellow_Soil,6.3,168,2.4,56.5,19.6,1050
1301,Punjab,2004,Wheat,Alluvial_Soil,7.2,212,3.2,68.1,31.7,410
1302,Haryana,2005,Rice,Alluvial_Soil,7.1,198,2.9,58.2,25.3,1200
1303,UP,2006,Sugarcane,Alluvial_Loam,6.8,268,4.3,942,27.8,760
1304,Maharashtra,2007,Cotton,Black_Regur,7.8,142,2.4,30.2,23.4,1430
1305,Gujarat,2008,Groundnut,Sandy_Loam,7.4,125,1.7,35.2,21.1,1580
1306,Karnataka,2009,Maize,Red_Loam,6.4,165,2.3,52.1,29.6,530
1307,AP,2010,Rice,Coastal_Alluvial,6.6,192,2.9,48.2,26.8,910
1308,TN,2011,Coconut,Coastal_Sandy,6.7,112,1.4,185,24.3,1240
1309,Kerala,2012,Rubber,Laterite_Soil,5.1,95,1.2,29.5,18.2,1060
1310,MP,2013,Soybean,Medium_Black,7.5,152,1.9,27.2,32.4,390
1311,Rajasthan,2014,Wheat,Sandy_Loam,7.9,118,1.6,40.2,22.7,1510
1312,Bihar,2015,Maize,Alluvial_Loam,7.1,162,2.2,60.5,27.2,740
1313,Assam,2016,Jute,Alluvial_Clay,5.8,105,1.8,35.2,25.5,1160
1314,HP,2017,Apple,Mountain_Soil,6,185,3.6,178,19.9,930
1315,Odisha,2018,Rice,Red_Yellow,6.3,145,2.3,44.5,28.5,610
1316,Telangana,2019,Turmeric,Black_Soil,7.5,175,2.7,75.2,24.9,1320
1317,Punjab,2020,Mustard,Alluvial_Soil,7.3,155,2,32.5,27.1,820
1318,Haryana,2021,Wheat,Alluvial_Soil,7.2,222,3.4,67.2,23.6,1470
1319,UP,2022,Potato,Alluvial_Loam,6.9,255,4.1,342,18.1,1020
1320,Maharashtra,2023,Jowar,Regur_Soil,7.7,95,1.3,24.2,31.3,460
1321,Karnataka,2024,Tobacco,Red_Loamy,6.5,172,2.3,27.5,25.6,1140
1322,WB,2025,Tea,Acidic_Alluvial,5.3,192,2.9,38.5,28.4,720
1323,AP,2026,Chillies,Black_Soil,7.6,162,2.2,31.5,21.5,1530
1324,Kerala,2000,Pepper,Red_Loam,5.5,85,1.1,16.2,26.3,880
1325,Bihar,2001,Gram,Alluvial_Soil,7.1,122,1.7,24.5,24.7,1210
1326,Assam,2002,Rubber,Forest_Soil,5.4,112,1.5,23.5,17.6,1120
1327,HP,2003,Potato,Mountain_Soil,5.9,188,3.3,288,32.8,340
1328,J_K,2004,Saffron,Karewa_Soil,7.8,65,0.9,0.2,23.1,1460
1329,Odisha,2005,Sugarcane,Coastal_Alluvial,6.8,212,3.7,838,27.5,810
1330,Telangana,2006,Soybean,Black_Soil,7.4,142,2.1,24.5,25.2,1190
1331,Chhattisgarh,2007,Pulses,Red_Yellow_Soil,6.1,115,1.6,19.5,20.4,920
1332,Jharkhand,2008,Potato,Red_Loamy,6.4,165,2.3,255,29.9,640
1333,Punjab,2009,Rice,Alluvial_Soil,7.2,235,3.6,63.5,24.8,1360
1334,Haryana,2010,Mustard,Sandy_Loam,7.6,165,2.4,34.2,26.1,850
1335,Rajasthan,2011,Bajra,Sandy_Desert,8.3,85,1.2,21.5,22.3,1410
1336,UP,2012,Wheat,Alluvial_Soil,7.1,245,3.8,70.5,19.2,1010
1337,Gujarat,2013,Cotton,Black_Soil,7.8,152,1.9,32.5,30.7,480
1338,Maharashtra,2014,Sugarcane,Deep_Black,7.9,265,4.2,968,25.4,1100
1339,Karnataka,2015,Tobacco,Red_Loamy,6.6,182,2.6,30.5,28.1,690
1340,WB,2016,Jute,New_Alluvial,6.3,132,1.9,45.2,21.8,1550
1341,TN,2017,Groundnut,Coastal_Sandy,6.8,142,1.8,35.5,26.6,870
1342,Bihar,2018,Maize,Alluvial_Loam,7.1,165,2.4,64.5,24.2,1230
1343,Kerala,2019,Cardamom,Forest_Soil,5.2,62,1,7.8,18.4,1040
1344,Assam,2020,Rice,Alluvial_Clay,5.7,148,2.2,46.5,31.5,430
1345,HP,2021,Wheat,Alluvial_Soil,7.2,172,2.5,55.5,23.9,1520
1346,AP,2022,Cotton,Black_Soil,7.6,152,2.1,32.2,25.1,1110
1347,Odisha,2023,Rice,Red_Yellow,6.3,158,2.3,49.2,27.4,850
1348,Telangana,2024,Turmeric,Black_Soil,7.4,195,3,78.5,20.8,1420
1349,Punjab,2025,Wheat,Alluvial_Soil,7.3,232,3.7,73.2,29.3,570
1350,Haryana,2026,Rice,Alluvial_Soil,7.1,222,3.3,64.5,18.6,1030
1351,Rajasthan,2000,Mustard,Sandy_Arid,7.8,148,1.9,39.5,32.1,420
1352,UP,2001,Sugarcane,Alluvial_Soil,6.8,262,4.5,995,24.4,1170
1353,Gujarat,2002,Castor,Sandy_Loam,7.6,138,1.7,44.2,26.9,770
1354,Maharashtra,2003,Cotton,Black_Regur,7.9,162,2,34.2,22.1,1340
1355,Karnataka,2004,Maize,Red_Loam,6.4,175,2.6,61.5,19.3,1620
1356,WB,2005,Jute,New_Alluvial,6.3,142,1.9,49.2,28.8,540
1357,TN,2006,Coconut,Coastal_Sandy,6.7,132,1.6,215,25.2,920
1358,Bihar,2007,Maize,Alluvial_Loam,7.1,172,2.4,69.8,23.7,1280
1359,Kerala,2008,Coffee,Laterite_Soil,5.4,112,1.5,23.2,17.2,1090
1360,HP,2009,Apple,Mountain_Soil,6.1,202,3.1,205,33.3,360
1361,Assam,2010,Rice,Alluvial_Clay,5.8,152,2.2,50.2,21.9,1580
1362,Punjab,2011,Rice,Alluvial_Soil,7.1,242,3.8,67.5,27.6,730
1363,Haryana,2012,Cotton,Sandy_Loam,7.7,162,2.4,40.2,24.1,1190
1364,Rajasthan,2013,Guar,Sandy_Desert,8.4,88,1.3,27.2,20.5,960
1365,UP,2014,Wheat,Alluvial_Soil,7.1,252,4,73.8,30.2,590
1366,Gujarat,2015,Groundnut,Sandy_Loam,7.3,148,2,41.2,25.8,1330
1367,Maharashtra,2016,Sugarcane,Deep_Black,7.9,272,4.7,970,28.4,780
1368,MP,2017,Gram,Black_Soil,7.5,142,1.9,31.5,22.5,1490
1369,WB,2018,Jute,Deltaic_Alluvial,6.3,145,1.8,43.5,19.1,1120
1370,AP,2019,Chillies,Black_Soil,7.5,165,2.4,35.2,31.4,490
1371,Karnataka,2020,Ragi,Red_Loamy,6.2,132,1.7,41.2,24.6,1030
1372,TN,2021,Coconut,Coastal_Sandy,6.7,135,1.9,185,26.2,670
1373,Kerala,2022,Tea,Laterite_Soil,5.2,202,3.2,43.2,23.3,1560
1374,Bihar,2023,Maize,Alluvial_Soil,7,152,2.3,47.5,21.6,880
1375,Assam,2024,Tea,Acidic_Alluvial,4.9,212,3.5,39.2,29.7,1230
1376,HP,2025,Apple,Mountain_Soil,6,205,3.3,178,25.5,990
1377,Odisha,2026,Rice,Red_Yellow,6.3,162,2.2,49.8,27.1,1410
1378,Chhattisgarh,2000,Soybean,Red_Soil,6.2,148,2,30.2,18.7,760
1379,Telangana,2001,Cotton,Black_Soil,7.6,172,2.4,33.2,30.1,480
1380,Uttarakhand,2002,Basmati_Rice,Loamy_Soil,6.6,182,2.6,47.8,24.4,1150
1381,Jharkhand,2003,Pulses,Red_Soil,6.3,122,1.5,23.5,26.8,1320
1382,Punjab,2004,Mustard,Alluvial_Soil,7.2,165,2.3,36.2,22.1,930
1383,Gujarat,2005,Castor,Sandy_Loam,7.5,152,2.1,41.8,20.2,1540
1384,Haryana,2006,Wheat,Alluvial_Soil,7.3,235,3.5,71.8,28.5,640
1385,UP,2007,Sugarcane,Alluvial_Loam,6.9,282,4.7,972,25.9,1070
1386,WB,2008,Rice,Clayey_Alluvial,5.9,178,2.7,60.5,23.4,1420
1387,Maharashtra,2009,Cotton,Deep_Black,7.7,162,2.3,35.2,31.6,370
1388,MP,2010,Soybean,Medium_Black,7.4,155,2.2,29.5,19.8,1270
1389,Rajasthan,2011,Wheat,Sandy_Loam,7.8,135,1.9,48.5,27.3,880
1390,Karnataka,2012,Maize,Red_Loamy,6.5,185,2.8,54.5,24.6,1200
1391,AP,2013,Cotton,Black_Soil,7.6,162,2.4,34.5,22.9,940
1392,TN,2014,Banana,Alluvial_Loam,6.7,222,3.4,485,28.2,560
1393,Kerala,2015,Pepper,Red_Loam,5.5,102,1.4,19.5,21.5,1470
1394,Bihar,2016,Tobacco,Calcareous_Alluvial,7,145,2.1,37.5,25.1,1050
1395,Assam,2017,Rubber,Forest_Soil,5.4,122,1.7,29.5,23.6,1300
1396,HP,2018,Potato,Mountain_Soil,5.9,202,3.3,325,23.7,1310
1397,J_K,2019,Saffron,Karewa_Soil,7.8,82,1.2,0.23,25.4,1080
1398,Odisha,2020,Groundnut,Red_Soil,6.8,145,2.3,38.5,28.6,740
1399,Telangana,2021,Turmeric,Red_Loamy,6.9,195,3.2,92,20.9,1540
1400,Chhattisgarh,2022,Rice,Red_Yellow_Soil,6.3,172,2.5,57.8,29.2,580
1401,Punjab,2023,Wheat,Alluvial_Soil,7.2,215,3.3,68.8,18.5,1020
1402,Haryana,2024,Rice,Alluvial_Soil,7.1,202,3,58.8,31.1,470
1403,UP,2025,Sugarcane,Alluvial_Loam,6.8,272,4.4,948,24.3,1150
1404,Maharashtra,2026,Cotton,Black_Regur,7.8,145,2.5,30.8,26.8,840
1405,Gujarat,2000,Groundnut,Sandy_Loam,7.4,128,1.8,35.8,22.4,1420
1406,Karnataka,2001,Maize,Red_Loam,6.4,168,2.4,52.8,29.5,580
1407,AP,2002,Rice,Coastal_Alluvial,6.6,195,3,48.8,17.2,1050
1408,TN,2003,Coconut,Coastal_Sandy,6.7,115,1.5,188,33.1,370
1409,Kerala,2004,Rubber,Laterite_Soil,5.1,98,1.3,30.2,21.7,1590
1410,MP,2005,Soybean,Medium_Black,7.5,155,2,27.8,27.6,710
1411,Rajasthan,2006,Wheat,Sandy_Loam,7.9,122,1.7,41,24.2,1180
1412,Bihar,2007,Maize,Alluvial_Loam,7.1,165,2.3,61.2,20.5,950
1413,Assam,2008,Jute,Alluvial_Clay,5.8,108,1.9,35.8,30.6,580
1414,HP,2009,Apple,Mountain_Soil,6,188,3.7,182,25.1,1350
1415,Odisha,2010,Rice,Red_Yellow,6.3,148,2.4,45.2,28.5,790
1416,Telangana,2011,Turmeric,Black_Soil,7.5,178,2.8,76.2,22.8,1470
1417,Punjab,2012,Mustard,Alluvial_Soil,7.3,158,2.1,33.2,19.6,1140
1418,Haryana,2013,Wheat,Alluvial_Soil,7.2,225,3.5,68,31.9,480
1419,UP,2014,Potato,Alluvial_Loam,6.9,258,4.2,345,24.3,1010
1420,Maharashtra,2015,Jowar,Regur_Soil,7.7,98,1.4,24.8,26.4,660
1421,Karnataka,2016,Tobacco,Red_Loamy,6.5,175,2.4,28.2,23.5,1570
1422,WB,2017,Tea,Acidic_Alluvial,5.3,195,3,39.2,21.2,890
1423,AP,2018,Chillies,Black_Soil,7.6,165,2.3,32.2,29.4,1220
1424,Kerala,2019,Pepper,Red_Loam,5.5,88,1.2,16.8,25.6,980
1425,Bihar,2020,Gram,Alluvial_Soil,7.1,125,1.8,25.2,27.1,1420
1426,Assam,2021,Rubber,Forest_Soil,5.4,115,1.6,24.2,18.3,750
1427,HP,2022,Potato,Mountain_Soil,5.9,192,3.4,292,30.1,470
1428,J_K,2023,Saffron,Karewa_Soil,7.8,68,1,0.21,24.9,1140
1429,Odisha,2024,Sugarcane,Coastal_Alluvial,6.8,215,3.8,842,26.2,1310
1430,Telangana,2025,Soybean,Black_Soil,7.4,145,2.2,25.2,22.6,920
1431,Chhattisgarh,2026,Pulses,Red_Yellow_Soil,6.1,118,1.7,20.2,20.2,1530
1432,Jharkhand,2000,Potato,Red_Loamy,6.4,168,2.4,258,28.7,620
1433,Punjab,2001,Rice,Alluvial_Soil,7.2,238,3.7,64.2,25.3,1080
1434,Haryana,2002,Mustard,Sandy_Loam,7.6,168,2.5,35,23.8,1410
1435,Rajasthan,2003,Bajra,Sandy_Desert,8.3,88,1.3,22.2,31.2,380
1436,UP,2004,Wheat,Alluvial_Soil,7.1,248,3.9,71.2,19.2,1260
1437,Gujarat,2005,Cotton,Black_Soil,7.8,155,2,33.2,27.8,870
1438,Maharashtra,2006,Sugarcane,Deep_Black,7.9,268,4.3,972,24.7,1190
1439,Karnataka,2007,Tobacco,Red_Loamy,6.6,185,2.7,31.2,22.1,960
1440,WB,2008,Jute,New_Alluvial,6.3,135,2,45.8,28.3,550
1441,TN,2009,Groundnut,Coastal_Sandy,6.8,145,1.9,36.2,21.6,1450
1442,Bihar,2010,Maize,Alluvial_Loam,7.1,168,2.5,65.2,25.9,1040
1443,Kerala,2011,Cardamom,Forest_Soil,5.2,65,1.1,8.2,23.1,1320
1444,Assam,2012,Rice,Alluvial_Clay,5.7,152,2.3,47.2,18.4,1100
1445,HP,2013,Wheat,Alluvial_Soil,7.2,175,2.6,56.2,30.4,450
1446,AP,2014,Cotton,Black_Soil,7.6,155,2.2,32.8,24.5,1180
1447,Odisha,2015,Rice,Red_Yellow,6.3,162,2.4,49.8,26.1,850
1448,Telangana,2016,Turmeric,Black_Soil,7.4,198,3.1,79.2,22.3,1440
1449,Punjab,2017,Wheat,Alluvial_Soil,7.3,235,3.8,74.2,28.9,590
1450,Haryana,2018,Rice,Alluvial_Soil,7.1,225,3.4,65.2,19.7,1240
1451,Rajasthan,2019,Mustard,Sandy_Arid,7.8,152,2,40.2,31.6,380
1452,UP,2020,Sugarcane,Alluvial_Soil,6.8,265,4.6,998,23.2,1410
1453,Gujarat,2021,Castor,Sandy_Loam,7.6,142,1.8,45.2,25.8,1060
1454,Maharashtra,2022,Cotton,Black_Regur,7.9,165,2.1,35.2,28.1,640
1455,Karnataka,2023,Maize,Red_Loam,6.4,178,2.7,62.5,20.6,1530
1456,WB,2024,Jute,New_Alluvial,6.3,145,2,49.8,22.5,900
1457,TN,2025,Coconut,Coastal_Sandy,6.7,135,1.7,218,26.7,1290
1458,Bihar,2026,Maize,Alluvial_Loam,7.1,175,2.5,70.5,24.2,1130
1459,Kerala,2000,Coffee,Laterite_Soil,5.4,115,1.6,23.8,30.5,450
1460,HP,2001,Apple,Mountain_Soil,6.1,205,3.2,208,18.8,750
1461,Assam,2002,Rice,Alluvial_Clay,5.8,155,2.3,50.8,27.6,1440
1462,Punjab,2003,Rice,Alluvial_Soil,7.1,245,3.9,68.2,25.2,980
1463,Haryana,2004,Cotton,Sandy_Loam,7.7,165,2.5,40.8,29.8,1200
1464,Rajasthan,2005,Guar,Sandy_Desert,8.4,92,1.4,28.2,21.4,870
1465,UP,2006,Wheat,Alluvial_Soil,7.1,255,4.1,74.5,23.9,1540
1466,Gujarat,2007,Groundnut,Sandy_Loam,7.3,152,2.1,42.2,26.3,660
1467,Maharashtra,2008,Sugarcane,Deep_Black,7.9,275,4.8,975,24.7,1030
1468,MP,2009,Gram,Black_Soil,7.5,145,2,32.2,31.5,500
1469,WB,2010,Jute,Deltaic_Alluvial,6.3,148,1.9,44.2,19.3,1140
1470,AP,2011,Chillies,Black_Soil,7.5,168,2.5,35.8,22.1,1490
1471,Karnataka,2012,Ragi,Red_Loamy,6.2,135,1.8,41.8,28.7,780
1472,TN,2013,Coconut,Coastal_Sandy,6.7,138,2,188,25.6,1330
1473,Kerala,2014,Tea,Laterite_Soil,5.2,205,3.3,43.8,30.1,600
1474,Bihar,2015,Maize,Alluvial_Soil,7,155,2.4,48.2,20.2,950
1475,Assam,2016,Tea,Acidic_Alluvial,4.9,215,3.6,39.8,24.9,1180
1476,HP,2017,Apple,Mountain_Soil,6,208,3.4,182,27.8,730
1477,Odisha,2018,Rice,Red_Yellow,6.3,165,2.3,50.5,21.3,1580
1478,Chhattisgarh,2019,Soybean,Red_Soil,6.2,152,2.1,30.8,32.4,390
1479,Telangana,2020,Cotton,Black_Soil,7.6,175,2.5,33.8,17.6,1070
1480,Uttarakhand,2021,Basmati_Rice,Loamy_Soil,6.6,185,2.7,48.5,23.5,1290
1481,Jharkhand,2022,Pulses,Red_Soil,6.3,125,1.6,24.2,25.2,930
1482,Punjab,2023,Mustard,Alluvial_Soil,7.2,168,2.4,36.8,28.5,520
1483,Gujarat,2024,Castor,Sandy_Loam,7.5,155,2.2,42.5,19.8,1630
1484,Haryana,2025,Wheat,Alluvial_Soil,7.3,238,3.6,72.5,22.6,1310
1485,UP,2026,Sugarcane,Alluvial_Loam,6.9,285,4.8,978,26.5,760
1486,WB,2000,Rice,Clayey_Alluvial,5.9,182,2.8,61.2,24.8,1140
1487,Maharashtra,2001,Cotton,Deep_Black,7.7,165,2.4,35.8,31.7,440
1488,MP,2002,Soybean,Medium_Black,7.4,158,2.3,30.2,18.3,1030
1489,Rajasthan,2003,Wheat,Sandy_Loam,7.8,138,2,49.2,29.4,590
1490,Karnataka,2004,Maize,Red_Loamy,6.5,188,2.9,55.2,20.7,1430
1491,AP,2005,Cotton,Black_Soil,7.6,165,2.5,35.2,27.1,850
1492,TN,2006,Banana,Alluvial_Loam,6.7,225,3.5,492,25.4,1110
1493,Kerala,2007,Pepper,Red_Loam,5.5,105,1.5,20.2,23.2,1510
1494,Bihar,2008,Tobacco,Calcareous_Alluvial,7,148,2.2,38.2,31.1,430
1495,Assam,2009,Rubber,Forest_Soil,5.4,125,1.8,30.2,18.6,1010
1496,HP,2010,Potato,Mountain_Soil,5.9,205,3.4,332,24.1,1195
1497,J_K,2011,Saffron,Karewa_Soil,7.8,85,1.3,0.24,26.5,865
1498,Odisha,2012,Groundnut,Red_Soil,6.8,148,2.4,39.2,22.9,1355
1499,Telangana,2013,Turmeric,Red_Loamy,6.9,198,3.3,94,28.1,625
1500,Chhattisgarh,2014,Rice,Red_Yellow_Soil,6.3,175,2.6,58.5,19.6,1055
1501,Punjab,2015,Wheat,Alluvial_Soil,7.2,212,3.2,67.5,31.7,415
1502,Haryana,2016,Rice,Alluvial_Soil,7.1,198,2.9,57.2,25.3,1205
1503,UP,2017,Sugarcane,Alluvial_Loam,6.8,265,4.2,935,27.8,765
1504,Maharashtra,2018,Cotton,Black_Regur,7.8,138,2.3,29.5,23.4,1435
1505,Gujarat,2019,Groundnut,Sandy_Loam,7.4,122,1.6,34.1,21.1,1585
1506,Karnataka,2020,Maize,Red_Loam,6.4,162,2.2,51.2,29.6,535
1507,AP,2021,Rice,Coastal_Alluvial,6.6,188,2.8,47.1,26.8,915
1508,TN,2022,Coconut,Coastal_Sandy,6.7,108,1.3,182,24.3,1245
1509,Kerala,2023,Rubber,Laterite_Soil,5.1,92,1.1,28.8,18.2,1065
1510,MP,2024,Soybean,Medium_Black,7.5,148,1.8,26.2,32.4,395
1511,Rajasthan,2025,Wheat,Sandy_Loam,7.9,115,1.5,39.2,22.7,1515
1512,Bihar,2026,Maize,Alluvial_Loam,7.1,158,2.1,59.1,27.2,745
1513,Assam,2000,Jute,Alluvial_Clay,5.8,102,1.7,34.2,25.5,1165
1514,HP,2001,Apple,Mountain_Soil,6,182,3.5,175,19.9,935
1515,Odisha,2002,Rice,Red_Yellow,6.3,142,2.2,43.1,28.5,615
1516,Telangana,2003,Turmeric,Black_Soil,7.5,172,2.6,73.8,24.9,1325
1517,Punjab,2004,Mustard,Alluvial_Soil,7.3,152,1.9,31.1,27.1,825
1518,Haryana,2005,Wheat,Alluvial_Soil,7.2,218,3.3,66.5,23.6,1475
1519,UP,2006,Potato,Alluvial_Loam,6.9,252,4,338,18.1,1025
1520,Maharashtra,2007,Jowar,Regur_Soil,7.7,92,1.2,23.2,31.3,465
1521,Karnataka,2008,Tobacco,Red_Loamy,6.5,168,2.2,26.8,25.6,1145
1522,WB,2009,Tea,Acidic_Alluvial,5.3,188,2.8,37.5,28.4,725
1523,AP,2010,Chillies,Black_Soil,7.6,158,2.1,30.5,21.5,1535
1524,Kerala,2011,Pepper,Red_Loam,5.5,82,1,15.1,26.3,885
1525,Bihar,2012,Gram,Alluvial_Soil,7.1,118,1.6,23.2,24.7,1215
1526,Assam,2013,Rubber,Forest_Soil,5.4,108,1.4,22.2,17.6,1125
1527,HP,2014,Potato,Mountain_Soil,5.9,185,3.2,282,32.8,345
1528,J_K,2015,Saffron,Karewa_Soil,7.8,62,0.8,0.19,23.1,1465
1529,Odisha,2016,Sugarcane,Coastal_Alluvial,6.8,208,3.6,832,27.5,815
1530,Telangana,2017,Soybean,Black_Soil,7.4,138,2,23.2,25.2,1195
1531,Chhattisgarh,2018,Pulses,Red_Yellow_Soil,6.1,112,1.5,18.8,20.4,925
1532,Jharkhand,2019,Potato,Red_Loamy,6.4,162,2.2,248,29.9,645
1533,Punjab,2020,Rice,Alluvial_Soil,7.2,232,3.5,62.1,24.8,1365
1534,Haryana,2021,Mustard,Sandy_Loam,7.6,162,2.3,33.5,26.1,855
1535,Rajasthan,2022,Bajra,Sandy_Desert,8.3,82,1.1,20.2,22.3,1415
1536,UP,2023,Wheat,Alluvial_Soil,7.1,240,3.7,69.1,19.2,1015
1537,Gujarat,2024,Cotton,Black_Soil,7.8,148,1.8,31.5,30.7,485
1538,Maharashtra,2025,Sugarcane,Deep_Black,7.9,262,4.1,962,25.4,1105
1539,Karnataka,2026,Tobacco,Red_Loamy,6.6,178,2.5,29.5,28.1,695
1540,WB,2000,Jute,New_Alluvial,6.3,128,1.8,44.2,21.8,1555
1541,TN,2001,Groundnut,Coastal_Sandy,6.8,138,1.7,34.1,26.6,875
1542,Bihar,2002,Maize,Alluvial_Loam,7.1,162,2.3,63.2,24.2,1235
1543,Kerala,2003,Cardamom,Forest_Soil,5.2,58,0.9,7.5,18.4,1045
1544,Assam,2004,Rice,Alluvial_Clay,5.7,145,2.1,45.1,31.5,435
1545,HP,2005,Wheat,Alluvial_Soil,7.2,168,2.4,54.2,23.9,1525
1546,AP,2006,Cotton,Black_Soil,7.6,148,2,31.1,25.1,1115
1547,Odisha,2007,Rice,Red_Yellow,6.3,155,2.2,48.1,27.4,855
1548,Telangana,2008,Turmeric,Black_Soil,7.4,192,2.9,77.2,20.8,1425
1549,Punjab,2009,Wheat,Alluvial_Soil,7.3,228,3.6,72.1,29.3,575
1550,Haryana,2010,Rice,Alluvial_Soil,7.1,218,3.2,63.2,18.6,1035
1551,Rajasthan,2011,Mustard,Sandy_Arid,7.8,145,1.8,38.1,32.1,425
1552,UP,2012,Sugarcane,Alluvial_Soil,6.8,258,4.4,992,24.4,1175
1553,Gujarat,2013,Castor,Sandy_Loam,7.6,135,1.6,43.1,26.9,775
1554,Maharashtra,2014,Cotton,Black_Regur,7.9,158,1.9,33.5,22.1,1345
1555,Karnataka,2015,Maize,Red_Loam,6.4,172,2.5,60.2,19.3,1625
1556,WB,2016,Jute,New_Alluvial,6.3,138,1.8,48.1,28.8,545
1557,TN,2017,Coconut,Coastal_Sandy,6.7,128,1.5,210,25.2,925
1558,Bihar,2018,Maize,Alluvial_Loam,7.1,168,2.3,68.5,23.7,1285
1559,Kerala,2019,Coffee,Laterite_Soil,5.4,108,1.4,22.1,17.2,1095
1560,HP,2020,Apple,Mountain_Soil,6.1,198,3,202,33.3,365
1561,Assam,2021,Rice,Alluvial_Clay,5.8,148,2.1,49.1,21.9,1585
1562,Punjab,2022,Rice,Alluvial_Soil,7.1,238,3.7,66.2,27.6,735
1563,Haryana,2023,Cotton,Sandy_Loam,7.7,158,2.3,39.1,24.1,1195
1564,Rajasthan,2024,Guar,Sandy_Desert,8.4,85,1.2,26.2,20.5,965
1565,UP,2025,Wheat,Alluvial_Soil,7.1,248,3.9,72.5,30.2,595
1566,Gujarat,2026,Groundnut,Sandy_Loam,7.3,145,1.9,40.1,25.8,1335
1567,Maharashtra,2000,Sugarcane,Deep_Black,7.9,268,4.6,965,28.4,785
1568,MP,2001,Gram,Black_Soil,7.5,138,1.8,30.2,22.5,1495
1569,WB,2002,Jute,Deltaic_Alluvial,6.3,142,1.7,42.1,19.1,1125
1570,AP,2003,Chillies,Black_Soil,7.5,162,2.3,34.1,31.4,495
1571,Karnataka,2004,Ragi,Red_Loamy,6.2,128,1.6,40.1,24.6,1035
1572,TN,2005,Coconut,Coastal_Sandy,6.7,132,1.8,180,26.2,675
1573,Kerala,2006,Tea,Laterite_Soil,5.2,198,3.1,42.1,23.3,1565
1574,Bihar,2007,Maize,Alluvial_Soil,7,148,2.2,46.2,21.6,885
1575,Assam,2008,Tea,Acidic_Alluvial,4.9,208,3.4,38.1,29.7,1235
1576,HP,2009,Apple,Mountain_Soil,6,202,3.2,175,25.5,995
